"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"臺北市私立仁群老人養護所","臺北市","中山區","民族東路512巷14號1-2樓、16號2樓","台北市中山區民族東路512巷14號1-2樓、16號2樓","1","養護型機構","<year=104&class=1>","","02-25013369","02-?25013567","http://www.kind-tw.com.tw/kindpeopleweb/","?service@kind_tw.com.tw","True","48","48","0","0",
"臺北市私立群仁老人養護所","臺北市","中山區","民族東路512巷14號3-5樓","台北市中山區民族東路512巷14號3-5樓","1","養護型機構","<year=103&class=2>","","02-?25010048","02-?25013567","http://www.kind-tw.com.tw/kindpeopleweb/","?service@kind-te.com.tw","True","42","42","0","0",
"臺北市私立松青園老人養護所","臺北市","中山區","民生西路30號2樓、2樓之1~4","台北市中山區民生西路30號2樓、2樓之1~4","1","養護型機構","<year=104&class=3>","","?02-25110903","02-?25119695","無","?cholong_li@yahoo.com.tw","True","29","29","0","0",
"臺北市私立恩典之家老人長期照顧中心（養護型）","臺北市","中山區","中山北路二段96巷19號3樓","台北市中山區中山北路二段96巷19號3樓","1","養護型機構","<year=103&class=2>","","?02-25365888","02-?25638392","http://blog.xuite.net/silvercare/blog","?ssss0719@gmail.com.tw","True","27","27","0","0",
"臺北市私立法泉老人長期照顧中心（養護型）","臺北市","中山區","八德路二段251號2樓","台北市中山區八德路二段251號2樓","1","養護型機構","<year=102&class=3>","","?02-87731706","02-?87731906","http://fa-chuan.com/","?jwl0320@gmail.com","True","39","39","0","0",
"臺北市私立龍江老人長期照顧中心(養護型)","臺北市","中山區","長安東路一段63號4樓","台北市中山區台北市中山區長安東路一段63號4樓","1","養護型機構","<year=102&class=1>","","?02-25672208-9","02-?25672207","http://www.elder.com.tw/","?wdm5657@ms23.hinet.net","True","37","37","0","0",
"臺北市私立松湛園老人養護所","臺北市","中山區","錦州街4巷1號2樓","台北市中山區錦州街4巷1號2樓","1","養護型機構","<year=104&class=3>","","?02-25652281","02-?25119695","無","?cholong_li@yahoo.com.tw","True","37","37","0","0",
"臺北市私立明德老人長期照顧中心(養護型)","臺北市","中正區","詔安街220巷2號,4號1樓","台北市中正區詔安街220巷2號,4號1樓","1","養護型機構","<year=102&class=2>","","?02-23090381,02-23090517","02-?23090517","http://mingde.webnode.tw/","?jew0120@yahoo.com.tw","True","20","20","0","0",
"臺北市私立博愛老人長期照顧中心(養護型)","臺北市","中正區","汀州路三段56號2樓","台北市中正區汀州路三段56號2樓","1","養護型機構","<year=104&class=2>","","02-23671819","02-23671038","無","?boai17612709@gmail.com","True","41","41","0","0",
"臺北市私立仁泰老人養護所","臺北市","中正區","連雲街3號,3號3樓,3之4號及新生南路1段124之3號5樓","台北市中正區連雲街3號,3號3樓,3之4號及新生南路1段124之3號5樓","1","養護型機構","<year=103&class=3>","","?02-33931662","02-?33931660","http://blog.yam.com/bp6w94xl3bp6415","?kernelpeaceful@yahoo.com.tw","True","31","31","0","0",
"臺北市私立大園老人養護所","臺北市","中正區","新生南路一段124之3號1-4樓","台北市中正區新生南路一段124之3號1-4樓","1","養護型機構","<year=104&class=1>","","?02-33931661","02-?33931660","http://blog.xuite.net/biggardenbiggarden/twblog/151111748-%E5%8F%B0%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E5%A4%A7%E5%9C%92%E8%80%81%E4%BA%BA%E9%A4%8A%E8%AD%B7%E6%89%80","?biggardenbiggarden@yahoo.com.tw","True","34","34","0","0",
"臺北市私立長樂老人長期照顧中心(養護型)","臺北市","中正區","紹興北街31巷23號1樓","臺北市中正區紹興北街31巷23號1樓","1","養護型機構","無","3","?02-33932045","02-?33932047","無","nacy0829@yahoo.com.tw","true","40","40","0","0",
"臺北市私立一心老人長期照顧中心(養護型)","臺北市","中正區","紹興北街31巷19號1-3樓","台北市中正區紹興北街31巷19號1-3樓","1","養護型機構","<year=102&class=4>","","?02-33932043","02-?33932046","http://shiang-bao.myweb.hinet.net/index.files/Page1749.htm","?ching205@mymelody.com","True","41","41","0","0",
"臺北市私立仁家老人長期照顧中心(養護型)","臺北市","大同區","甘州街55號5-6樓","台北市大同區甘州街55號5-6樓","1","養護型機構","<year=102&class=2>","","?02-25530799","02-?25520969","http://www.jengia.com.tw/","?john.jengia@msa.hinet.net","True","49","49","0","0",
"臺北市私立建興老人長期照顧中心(養護型)","臺北市","大同區","甘州街55號2樓","台北市大同區甘州街55號2樓","1","養護型機構","<year=103&class=3>","","02-?25520810","02-?25520200","https://www.facebook.com/%E5%BB%BA%E8%88%88-%E5%BB%BA%E9%A0%86%E8%80%81%E4%BA%BA%E9%95%B7%E6%9C%9F%E7%85%A7%E9%A1%A7%E4%B8%AD%E5%BF%83-%E9%A4%8A%E8%AD%B7%E5%9E%8B-144965608850253/","?a17602049@yahoo.com.tw","True","31","31","0","0",
"臺北市私立祥寶尊榮老人長期照顧中心(養護型)","臺北市","大同區","太原路97巷4、6號","台北市大同區太原路97巷4、6號","1","養護型機構","<year=103&class=1>","","02-?25501118","02-?25500809","http://www.25501118.com.tw/news.php?lang=zh","?taiyuan16899@gmail.com","True","49","49","0","0",
"臺北市私立永安老人養護所","臺北市","大同區","重慶北路3段286號","台北市大同區重慶北路3段286號","1","養護型機構","<year=103&class=2>","","?02-25980197","02-?25989438","http://yungan-care.tw/","?yungan284286@yahoo.com.tw","True","49","49","0","0",
"臺北市私立建順老人長期照顧中心(養護型)","臺北市","大同區","甘州街55號3樓","台北市大同區甘州街55號3樓","1","養護型機構","<year=102&class=2>","","?02-25520199","02-?25520200","https://www.facebook.com/%E5%BB%BA%E8%88%88-%E5%BB%BA%E9%A0%86%E8%80%81%E4%BA%BA%E9%95%B7%E6%9C%9F%E7%85%A7%E9%A1%A7%E4%B8%AD%E5%BF%83-%E9%A4%8A%E8%AD%B7%E5%9E%8B-144965608850253/","?a17602049@yahoo.com.tw","True","30","30","0","0",
"臺北市私立德寶老人養護所","臺北市","大同區","長安西路78巷4弄11號1~4樓","台北市大同區長安西路78巷4弄11號1~4樓","1","養護型機構","<year=102&class=4>","","?02-25522062","02-?25522076","http://www.dbnh.twyh.tw/","?georgedbnh@yahoo.com.tw","True","28","28","0","0",
"臺北市私立慧光老人養護所","臺北市","大同區","寧夏路32號5樓","台北市大同區寧夏路32號5樓","1","養護型機構","<year=103&class=1>","","?02-25582275","02-?25582257","http://sweethome32.myweb.hinet.net","?good.wu0731@msa.hinet.net","True","40","40","0","0",
"臺北市私立晉安老人長期照顧中心(養護型)","臺北市","大同區","重慶北路3段175-177號1-4樓","台北市大同區重慶北路3段175-177號1-4樓","1","養護型機構","<year=103&class=2>","","02-?25982301","02-?25991286","https://www.facebook.com/%E8%87%BA%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E6%99%89%E5%AE%89%E8%80%81%E4%BA%BA%E9%95%B7%E6%9C%9F%E7%85%A7%E9%A1%A7%E4%B8%AD%E5%BF%83-%E9%A4%8A%E8%AD%B7%E5%9E%8B-176305559072946/","?jinan.yanghu@msa.hinet.net","True","49","49","0","0",
"臺北市私立台欣老人長期照顧中心(養護型)","臺北市","大同區","延平北路3段4號2F、2F之1","台北市大同區延平北路3段4號2F、2F之1","1","養護型機構","<year=103&class=2>","","?02-25860098","02-?25976086","http://www.taisin.com.tw/","?taisin103@gmail.com","True","47","47","0","0",
"臺北市私立敦煌老人長期照顧中心(養護型)","臺北市","大同區","敦煌路80巷3號","台北市大同區敦煌路80巷3號","1","養護型機構","<year=104&class=1>","","?02-25945133","02-?25945133","http://www.songzuwen.com.tw/","?tunhuang123@yahoo.com.tw","True","29","29","0","0",
"臺北市私立中山老人長期照顧中心(養護型)","臺北市","萬華區","峨嵋街124、124之1號1樓","台北市萬華區峨嵋街124、124之1號1樓","1","養護型機構","<year=102&class=2>","","?02-23759590","02-?23891540","https://www.facebook.com/%E8%87%BA%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%B1%B1%E8%80%81%E4%BA%BA%E9%95%B7%E6%9C%9F%E7%85%A7%E9%A1%A7%E4%B8%AD%E5%BF%83%E9%A4%8A%E8%AD%B7%E5%9E%8B-129577083719520/","?fen.lan8888@gmail.com","True","26","26","0","0",
"臺北市私立葉爸爸老人養護所","臺北市","萬華區","西園路二段243之14號1-4樓","台北市萬華區西園路二段243之14號1-4樓","1","養護型機構","<year=103&class=3>","","?02-23329985","02-?23057532","https://www.facebook.com/%E8%87%BA%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E8%91%89%E7%88%B8%E7%88%B8%E8%91%89%E5%AA%BD%E5%AA%BD%E8%80%81%E4%BA%BA%E9%A4%8A%E8%AD%B7%E6%89%80-1385547508400180/","?yeh_pa_pa@yahoo.com.tw","True","31","31","0","0",
"台北市私立葉媽媽老人養護所","臺北市","萬華區","西園路二段243之13號1-4樓","台北市萬華區西園路二段243之13號1-4樓","1","養護型機構","<year=104&class=1>","","?02-23329985","02-?23057532","https://www.facebook.com/%E8%87%BA%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E8%91%89%E7%88%B8%E7%88%B8%E8%91%89%E5%AA%BD%E5%AA%BD%E8%80%81%E4%BA%BA%E9%A4%8A%E8%AD%B7%E6%89%80-1385547508400180/","?yeh_ma_ma@yahoo.com.tw","True","30","30","0","0",
"臺北市私立軒儀老人長期照顧中心(養護型)","臺北市","萬華區","和平西路3段384號1樓","台北市萬華區和平西路3段384號1樓","1","養護型機構","<year=102&class=1>","","02-?23088661","02-?23089195","http://www.syuanyi.com.tw/","?cutego2004@gmail.com","True","47","47","0","0",
"財團法人台北市私立愛愛院","臺北市","萬華區","大理街175巷27號","台北市萬華區大理街175巷27號","1","養護型機構","<year=103&class=2>","","02-?23060493","02-?23084057","http://aiai.org.tw/","?aiaipriv@hotmail.com","True","238","238","0","0",
"臺北市私立慈安老人長期照顧中心(養護型)","臺北市","文山區","興隆路1段2、4號","台北市文山區興隆路1段2、4號","1","養護型機構","<year=103&class=2>","","02-?29337745","02-?29332040","http://www.tws999.com.tw/cian/","?cian29337745@gmail.com","True","47","47","0","0",
"臺北市私立心慈老人養護所","臺北市","文山區","辛亥路5段120之1號1-4樓","台北市文山區辛亥路5段120之1號1-4樓","1","養護型機構","<year=103&class=3>","","02-?29314730","02-?29313513","http://shin-tsyr.myweb.hinet.net/","?shin.tsyr@msa.hinet.net","True","22","22","0","0",
"臺北市私立景安老人長期照顧中心(養護型)","臺北市","文山區","溪口街1巷5號1-2樓","台北市文山區溪口街1巷5號1-2樓","1","養護型機構","<year=103&class=2>","","02-?29325698","02-?29323698","http://www.tws999.com.tw/ka/","?ka293256989@gmail.com","True","41","41","0","0",
"臺北市私立美安老人長期照顧中心(養護型)","臺北市","文山區","溪口街1巷5號3-4樓","台北市文山區溪口街1巷5號3-4樓","1","養護型機構","<year=103&class=2>","","02-?29357902","02-?29323698","http://www.tws999.com.tw/ka/","?woo.meg@gmail.com","True","45","45","0","0",
"臺北市文山老人養護中心","臺北市","文山區","興隆路二段95巷8號3樓","台北市文山區興隆路二段95巷8號3樓","1","養護型機構","<year=102&class=1>","","?02-89313190","02-?89311421","www.ccfnh.com.tw/","?ccfws@yahoo.com.tw","True","66","46","0","0",
"臺北市私立景興老人長期照顧中心(養護型)","臺北市","文山區","景興路222號3樓","台北市文山區景興路222號3樓","1","養護型機構","<year=103&class=2>","","02-?29348206","02-?29349412","http://www.jing-xing.org.tw/","?aa3025@ms67.hinet.net","True","38","38","0","0",
"臺北市私立吉祥老人長期照顧中心(養護型)","臺北市","文山區","木柵路3段85巷8弄4號2樓","台北市文山區木柵路3段85巷8弄4號2樓","1","養護型機構","<year=102&class=2>","","02-?22343511","02-?29386354","http://www.heaven-sent.org.tw/about.html","?kathy516888@yahoo.com.tw","True","43","43","0","0",
"臺北市私立三園老人長期照顧中心(養護型)","臺北市","文山區","車前路12號3-4樓","台北市文山區車前路12號3-4樓","1","養護型機構","<year=104&class=1>","","02-?29321147","02-?29317135","http://www.sanyuanhome.com/","?sanyuanhome@gmail.com","True","48","48","0","0",
"臺北市私立慧華老人長期照顧中心(養護型)","臺北市","文山區","興隆路2段154巷11號","台北市文山區興隆路2段154巷11號","1","養護型機構","<year=103&class=3>","","02-?29356272","02-?29356273","https://www.facebook.com/Hui.Hua.long.term.care","?wfh122@yahoo.com.tw","True","30","30","0","0",
"臺北市私立蓮馨老人長期照顧中心(養護型)","臺北市","文山區","萬和街6號8樓","台北市文山區萬和街6號8樓","1","養護型機構","<year=103&class=3>","","02-?82300373","02-?82300329","http://www.lansing.com.tw/home02.html","?taipeilinxix@yahoo.com.tw","True","29","29","0","0",
"臺北市私立慧誠老人長期照顧中心(養護型)","臺北市","文山區","木柵路2段163、165號1-5樓","台北市文山區木柵路2段163、165號1-5樓","1","養護型機構","<year=103&class=2>","","02-?29392222","02-?22346352","http://www.hueicheng.com.tw/index.html","?a29392222@yahoo.com.tw","True","48","48","0","0",
"臺北市兆如老人安養護中心","臺北市","文山區","政大二街129號","台北市文山區政大二街129號","1","養護型機構","<year=102&class=1>","","?02-86616365","02-?86618615","http://www.hangan.org/","?admn@hangan.org","True","473","132","132","189",
"臺北市私立福安老人長期照顧中心(養護型)","臺北市","南港區","玉成街140巷21號2樓","台北市南港區玉成街140巷21號2樓","1","養護型機構","<year=102&class=2>","","?02-27850584","02-?27852876","?無","?fuan2009@kimo.com","True","20","20","0","0",
"台北市私立銀髮族老人養護所","臺北市","內湖區","成功路二段488號2-5樓、490號2、4樓","台北市內湖區成功路二段488號2-5樓、490號2、4樓","1","養護型機構","<year=104&class=3>","","?02-27926006","02-?87910551","http://www.care99.url.tw/","?carelkk@yahoo.com.tw","True","46","46","0","0",
"臺北市私立湖濱老人長期照顧中心(養護型)","臺北市","內湖區","內湖路二段179巷60號1樓","台北市內湖區內湖路二段179巷60號1樓","1","養護型機構","<year=102&class=3>","","02-?27933081","02-?27931729","https://zh-tw.facebook.com/a3081","?h926468153@yahoo.com.tw","True","18","18","0","0",
